"id","age","age_group","volunteer","weekly_social_contact","worthwhile_response","worthwhile","contribution_response","contributes","social_contacts_important_response","social_contacts_important","personal_development_important_response","personal_development_important","autonomy_response","autonomy","useful_response","useful","hopeful_response","hopeful"
2192,68,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2193,61,"55 - 65",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2194,46,"45 - 55",FALSE,FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2195,90,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2196,77,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE
2197,34,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2198,25,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2199,61,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2200,22,"18 - 25",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
2201,60,"55 - 65",FALSE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE,"Disagree",FALSE
2202,73,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2203,80,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2204,22,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE
2205,68,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2206,30,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2207,60,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
2208,54,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
2209,31,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2210,34,"25 - 35",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2211,69,"65 - 75",FALSE,TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2212,48,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2213,31,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Disagree",FALSE
2214,27,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
2215,39,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE
2216,51,"45 - 55",FALSE,TRUE,"Undecided",FALSE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
2217,34,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Disagree",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2218,39,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE
2219,53,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE
2220,58,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2221,31,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2222,30,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Strongly Disagree",FALSE,"Undecided",FALSE,"Disagree",FALSE,"Undecided",FALSE,"Strongly Disagree",FALSE
2223,62,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
2224,19,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2225,85,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2226,37,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2227,40,"35 - 45",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2228,40,"35 - 45",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2229,32,"25 - 35",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2230,19,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2231,48,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Disagree",FALSE
2232,20,"18 - 25",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2233,71,"65 - 75",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2234,70,"65 - 75",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE
2235,53,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2236,29,"25 - 35",TRUE,FALSE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE
2237,69,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Undecided",FALSE
2238,66,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE
2239,42,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2240,33,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2241,78,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2242,76,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE
2243,27,"25 - 35",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE,"Strongly Agree",TRUE,"Undecided",FALSE
2244,67,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2245,31,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2246,44,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2247,52,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2248,30,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2249,26,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE
2250,28,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2251,65,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2252,54,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2253,45,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2254,44,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2255,72,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2256,47,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2257,56,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE
2258,18,"18 - 25",TRUE,FALSE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2259,77,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
2260,66,"65 - 75",TRUE,FALSE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2261,37,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE
2262,63,"55 - 65",TRUE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Strongly Disagree",FALSE,"Disagree",FALSE,"Disagree",FALSE
2263,36,"35 - 45",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2264,78,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2265,83,"above 75",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2266,73,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
2267,64,"55 - 65",TRUE,FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2268,48,"45 - 55",TRUE,FALSE,"Undecided",FALSE,"Strongly Disagree",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2269,45,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE
2270,40,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2271,19,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2272,51,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2273,28,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2274,74,"65 - 75",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE
2275,24,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
2276,57,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2277,37,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2278,54,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2279,90,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2280,52,"45 - 55",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
2281,22,"18 - 25",TRUE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
2282,25,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2283,55,"55 - 65",FALSE,FALSE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2284,53,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2285,21,"18 - 25",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2286,33,"25 - 35",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2287,28,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2288,77,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2289,49,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
2290,26,"25 - 35",FALSE,TRUE,"Undecided",FALSE,"Disagree",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2291,52,"45 - 55",TRUE,FALSE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2292,19,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
2293,44,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2294,55,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2295,27,"25 - 35",TRUE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
2296,26,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
2297,19,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE
2298,86,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2299,46,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2300,63,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2301,67,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2302,34,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2303,76,"above 75",FALSE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Undecided",FALSE
2304,29,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Disagree",FALSE,"Agree",TRUE,"Disagree",FALSE,"Disagree",FALSE,"Agree",TRUE
2305,82,"above 75",TRUE,TRUE,"Disagree",FALSE,"Strongly Disagree",FALSE,"Undecided",FALSE,"Agree",TRUE,"Strongly Disagree",FALSE,"Disagree",FALSE,"Undecided",FALSE
2306,79,"above 75",FALSE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE
2307,44,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2308,55,"55 - 65",TRUE,FALSE,"Undecided",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2309,42,"35 - 45",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
2310,21,"18 - 25",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2311,57,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
2312,34,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2313,55,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2314,56,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2315,40,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2316,58,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE
2317,34,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
2318,56,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Disagree",FALSE,"Disagree",FALSE
2319,39,"35 - 45",TRUE,FALSE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
2320,90,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2321,89,"above 75",FALSE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2322,63,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2323,67,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2324,69,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
